item,title,category,price,available,link,image,description
SM077,MeterIQ Ladekabel Typ 2 Ultra,Energie > Wallbox & Laden,206.89,true,https://mysmartshop.de/products/meteriq-ladekabel-typ-2-ultra,https://loremflickr.com/800/800/ev?lock=77,"Smarte Lösung zum Laden von Elektrofahrzeugen und zur Laststeuerung. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM078,VoltEdge EV Smart Plug Flex,Energie > Wallbox & Laden,58.18,false,https://mysmartshop.de/products/voltedge-ev-smart-plug-flex,https://loremflickr.com/800/800/ev?lock=78,"Smarte Lösung zum Laden von Elektrofahrzeugen und zur Laststeuerung. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM079,Sensorix Lademanager Max,Energie > Wallbox & Laden,34.15,true,https://mysmartshop.de/products/sensorix-lademanager-max,https://loremflickr.com/800/800/ev?lock=79,"Smarte Lösung zum Laden von Elektrofahrzeugen und zur Laststeuerung. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM080,Airwise Charging Sensor Lite,Energie > Wallbox & Laden,61.48,true,https://mysmartshop.de/products/airwise-charging-sensor-lite,https://loremflickr.com/800/800/ev?lock=80,"Smarte Lösung zum Laden von Elektrofahrzeugen und zur Laststeuerung. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM081,SmartFlow Luftreiniger Plus,Smart Home > Luftqualität,186.27,true,https://mysmartshop.de/products/smartflow-luftreiniger-plus,https://loremflickr.com/800/800/air?lock=81,"Produkt für bessere Raumluft und die Überwachung relevanter Luftqualitätswerte. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM082,GridSense VOC Sensor Ultra,Smart Home > Luftqualität,79.04,true,https://mysmartshop.de/products/gridsense-voc-sensor-ultra,https://loremflickr.com/800/800/air?lock=82,"Produkt für bessere Raumluft und die Überwachung relevanter Luftqualitätswerte. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM083,HomePilot Klima Monitor Flex,Smart Home > Luftqualität,345.20,true,https://mysmartshop.de/products/homepilot-klima-monitor-flex,https://loremflickr.com/800/800/air?lock=83,"Produkt für bessere Raumluft und die Überwachung relevanter Luftqualitätswerte. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM084,EcoPulse Air Quality Hub Max,Smart Home > Luftqualität,110.44,true,https://mysmartshop.de/products/ecopulse-air-quality-hub-max,https://loremflickr.com/800/800/air?lock=84,"Produkt für bessere Raumluft und die Überwachung relevanter Luftqualitätswerte. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM085,NovaLink HEPA Monitor Lite,Smart Home > Luftqualität,267.82,true,https://mysmartshop.de/products/novalink-hepa-monitor-lite,https://loremflickr.com/800/800/air?lock=85,"Produkt für bessere Raumluft und die Überwachung relevanter Luftqualitätswerte. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM086,Shelvia Luftreiniger Plus,Smart Home > Luftqualität,336.35,true,https://mysmartshop.de/products/shelvia-luftreiniger-plus,https://loremflickr.com/800/800/air?lock=86,"Produkt für bessere Raumluft und die Überwachung relevanter Luftqualitätswerte. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM087,MeterIQ VOC Sensor Ultra,Smart Home > Luftqualität,132.26,true,https://mysmartshop.de/products/meteriq-voc-sensor-ultra,https://loremflickr.com/800/800/air?lock=87,"Produkt für bessere Raumluft und die Überwachung relevanter Luftqualitätswerte. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM088,VoltEdge Klima Monitor Flex,Smart Home > Luftqualität,348.63,true,https://mysmartshop.de/products/voltedge-klima-monitor-flex,https://loremflickr.com/800/800/air?lock=88,"Produkt für bessere Raumluft und die Überwachung relevanter Luftqualitätswerte. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM089,Sensorix Air Quality Hub Max,Smart Home > Luftqualität,63.18,true,https://mysmartshop.de/products/sensorix-air-quality-hub-max,https://loremflickr.com/800/800/air?lock=89,"Produkt für bessere Raumluft und die Überwachung relevanter Luftqualitätswerte. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM090,Airwise HEPA Monitor Lite,Smart Home > Luftqualität,369.68,true,https://mysmartshop.de/products/airwise-hepa-monitor-lite,https://loremflickr.com/800/800/air?lock=90,"Produkt für bessere Raumluft und die Überwachung relevanter Luftqualitätswerte. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM091,SmartFlow LoRaWAN Gateway Plus,Messtechnik > Gateways,226.94,false,https://mysmartshop.de/products/smartflow-lorawan-gateway-plus,https://loremflickr.com/800/800/gateway?lock=91,"Gateway zur Anbindung, Aggregation und Weiterleitung von Sensordaten. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM092,GridSense IoT Edge Gateway Ultra,Messtechnik > Gateways,141.36,true,https://mysmartshop.de/products/gridsense-iot-edge-gateway-ultra,https://loremflickr.com/800/800/gateway?lock=92,"Gateway zur Anbindung, Aggregation und Weiterleitung von Sensordaten. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM093,HomePilot WLAN Bridge Flex,Messtechnik > Gateways,68.33,true,https://mysmartshop.de/products/homepilot-wlan-bridge-flex,https://loremflickr.com/800/800/gateway?lock=93,"Gateway zur Anbindung, Aggregation und Weiterleitung von Sensordaten. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM094,EcoPulse MQTT Hub Max,Messtechnik > Gateways,387.04,true,https://mysmartshop.de/products/ecopulse-mqtt-hub-max,https://loremflickr.com/800/800/gateway?lock=94,"Gateway zur Anbindung, Aggregation und Weiterleitung von Sensordaten. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM095,NovaLink Protocol Converter Lite,Messtechnik > Gateways,97.60,true,https://mysmartshop.de/products/novalink-protocol-converter-lite,https://loremflickr.com/800/800/gateway?lock=95,"Gateway zur Anbindung, Aggregation und Weiterleitung von Sensordaten. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM096,Shelvia LoRaWAN Gateway Plus,Messtechnik > Gateways,417.05,true,https://mysmartshop.de/products/shelvia-lorawan-gateway-plus,https://loremflickr.com/800/800/gateway?lock=96,"Gateway zur Anbindung, Aggregation und Weiterleitung von Sensordaten. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM097,MeterIQ IoT Edge Gateway Ultra,Messtechnik > Gateways,257.69,true,https://mysmartshop.de/products/meteriq-iot-edge-gateway-ultra,https://loremflickr.com/800/800/gateway?lock=97,"Gateway zur Anbindung, Aggregation und Weiterleitung von Sensordaten. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM098,VoltEdge WLAN Bridge Flex,Messtechnik > Gateways,144.25,true,https://mysmartshop.de/products/voltedge-wlan-bridge-flex,https://loremflickr.com/800/800/gateway?lock=98,"Gateway zur Anbindung, Aggregation und Weiterleitung von Sensordaten. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM099,Sensorix MQTT Hub Max,Messtechnik > Gateways,388.50,true,https://mysmartshop.de/products/sensorix-mqtt-hub-max,https://loremflickr.com/800/800/gateway?lock=99,"Gateway zur Anbindung, Aggregation und Weiterleitung von Sensordaten. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
SM100,Airwise Protocol Converter Lite,Messtechnik > Gateways,260.81,true,https://mysmartshop.de/products/airwise-protocol-converter-lite,https://loremflickr.com/800/800/gateway?lock=100,"Gateway zur Anbindung, Aggregation und Weiterleitung von Sensordaten. Demo-Produkt für Emarsys/Web-Extend-Szenarien, passend zu Smart-Home- und Energy-Use-Cases."
